Year,Health Condition,General happiness,U.S. Region,Income,Race,Sex,Highest Degree,Age,Marital status,Work Status,ID
2014,Good,Very happy,Pacific,Not applicable,White,Female,Bachelor,54,Married,Keeping house,2156
2014,Good,Pretty happy,Pacific,$25000 or more,White,Female,Bachelor,39,Married,Working parttime,2157
2014,Not applicable,Not too happy,Pacific,Not applicable,White,Male,High school,88,Married,Retired,2158
2014,Not applicable,Pretty happy,Pacific,$25000 or more,White,Male,Bachelor,36,Married,Working fulltime,2159
2014,Good,Pretty happy,Pacific,$25000 or more,White,Male,High school,65,Married,Working fulltime,2160
2014,Not applicable,Very happy,Pacific,Not applicable,White,Female,High school,29,Married,Keeping house,2161
2014,Fair,Not too happy,Pacific,$20000 - 24999,White,Female,Junior college,33,Never married,Working fulltime,2162
2014,Good,Pretty happy,Pacific,Not applicable,Other,Male,Bachelor,24,Never married,School,2163
2014,Good,Very happy,Pacific,$10000 - 14999,White,Male,High school,24,Never married,School,2164
2014,Excellent,Pretty happy,Pacific,$4000 to 4999,White,Female,Junior college,20,Never married,School,2165
2014,Excellent,Pretty happy,Pacific,$25000 or more,White,Male,Bachelor,65,Married,Working fulltime,2166
2014,Poor,Pretty happy,Pacific,Not applicable,White,Male,Lt high school,58,Never married,"Unempl, laid off",2167
2014,Fair,Pretty happy,Pacific,$20000 - 24999,White,Male,High school,79,Married,Working parttime,2168
2014,Good,Very happy,Pacific,Not applicable,White,Male,High school,79,Widowed,Retired,2169
2014,Not applicable,Pretty happy,Pacific,$25000 or more,White,Male,Bachelor,40,Widowed,Working fulltime,2170
2014,Excellent,Pretty happy,Pacific,$25000 or more,White,Female,Junior college,44,Separated,Working parttime,2171
2014,Poor,Pretty happy,Pacific,Not applicable,White,Male,High school,74,Married,Retired,2172
2014,Good,Pretty happy,Pacific,$20000 - 24999,White,Female,High school,68,Divorced,Working parttime,2173
2014,Good,Pretty happy,Pacific,Refused,White,Female,High school,27,Never married,Working fulltime,2174
2014,Not applicable,Very happy,Pacific,$25000 or more,White,Female,Junior college,72,Divorced,Working fulltime,2175
2014,Good,Pretty happy,Pacific,$25000 or more,White,Male,Bachelor,47,Divorced,Working fulltime,2176
2014,Not applicable,Very happy,Pacific,$25000 or more,White,Male,High school,39,Divorced,Working fulltime,2177
2014,Excellent,Very happy,Pacific,$10000 - 14999,Other,Female,Junior college,36,Never married,Working fulltime,2178
2014,Good,Pretty happy,Pacific,$25000 or more,White,Male,High school,33,Divorced,Working fulltime,2179
2014,Fair,Pretty happy,Pacific,$15000 - 19999,Other,Male,Junior college,23,Never married,School,2180
2014,Good,Pretty happy,Pacific,$25000 or more,White,Female,Bachelor,40,Divorced,Working fulltime,2181
2014,Excellent,Very happy,Pacific,$10000 - 14999,White,Male,Bachelor,29,Married,Keeping house,2182
2014,Good,Very happy,Pacific,$25000 or more,White,Male,Graduate,37,Married,Working fulltime,2183
2014,Excellent,Pretty happy,Pacific,$10000 - 14999,White,Male,Junior college,26,Never married,School,2184
2014,Good,Very happy,Pacific,Not applicable,White,Male,High school,67,Married,Retired,2185
2014,Excellent,Very happy,Pacific,$10000 - 14999,White,Female,High school,34,Never married,Working fulltime,2186
2014,Excellent,Very happy,Pacific,$25000 or more,White,Male,High school,27,Never married,Working fulltime,2187
2014,Not applicable,Pretty happy,Pacific,$1000 to 2999,White,Female,Lt high school,45,Married,Keeping house,2188
2014,Excellent,Very happy,Pacific,$25000 or more,White,Male,Bachelor,32,Married,Working fulltime,2189
2014,Excellent,Pretty happy,Pacific,$25000 or more,Other,Male,High school,32,Never married,Working fulltime,2190
2014,Good,Pretty happy,Pacific,Not applicable,Other,Male,Junior college,24,Never married,Working fulltime,2191
2014,Fair,Pretty happy,Pacific,Not applicable,White,Male,Bachelor,27,Never married,Working fulltime,2192
2014,Good,Not too happy,Pacific,$25000 or more,White,Male,High school,55,Married,Working fulltime,2193
2014,Good,Pretty happy,Pacific,Not applicable,White,Male,Bachelor,37,Never married,Working fulltime,2194
2014,Good,Very happy,Pacific,Not applicable,White,Male,High school,70,Separated,Retired,2195
2014,Not applicable,Very happy,Pacific,$10000 - 14999,White,Male,High school,53,Never married,"Unempl, laid off",2196
2014,Not applicable,Pretty happy,Pacific,Not applicable,White,Male,High school,59,Widowed,Retired,2197
2014,Good,Very happy,Pacific,$10000 - 14999,White,Female,High school,63,Married,Retired,2198
2014,Not applicable,Not too happy,Pacific,$25000 or more,White,Male,High school,53,Divorced,Working fulltime,2199
2014,Good,Pretty happy,Pacific,$7000 to 7999,Other,Male,High school,21,Never married,Working fulltime,2200
2014,Fair,Pretty happy,Pacific,$25000 or more,White,Male,Bachelor,61,Never married,Working fulltime,2201
2014,Not applicable,Not too happy,Pacific,Not applicable,White,Male,High school,71,Widowed,Retired,2202
2014,Poor,Pretty happy,Pacific,Not applicable,White,Male,High school,65,Never married,Other,2203
2014,Good,Pretty happy,Pacific,Not applicable,White,Female,High school,49,Married,Keeping house,2204
2014,Good,Pretty happy,Pacific,Not applicable,White,Male,High school,65,Widowed,Retired,2205
2014,Good,Pretty happy,Pacific,Not applicable,White,Female,Bachelor,32,Married,Working parttime,2206
2014,Good,Pretty happy,Pacific,Refused,White,Male,High school,54,Married,Working fulltime,2207
2014,Excellent,Very happy,Pacific,Not applicable,White,Female,Graduate,71,Widowed,Retired,2208
2014,Not applicable,Very happy,Pacific,Not applicable,Other,Male,Lt high school,38,Never married,"Unempl, laid off",2209
2014,Fair,Pretty happy,Pacific,Not applicable,White,Female,Lt high school,88,Married,Retired,2210
2014,Excellent,Not too happy,Pacific,Not applicable,White,Male,High school,76,Widowed,Retired,2211
2014,Not applicable,Pretty happy,Pacific,Not applicable,Other,Male,High school,32,Married,Working fulltime,2212
2014,Fair,Pretty happy,Pacific,Not applicable,White,Female,Lt high school,26,Married,Keeping house,2213
2014,Not applicable,Pretty happy,Pacific,$25000 or more,White,Female,Graduate,34,Married,Working fulltime,2214
2014,Not applicable,Pretty happy,Pacific,$25000 or more,White,Male,High school,60,Married,Working parttime,2215
2014,Fair,Pretty happy,Mountain,Refused,White,Male,High school,53,Married,"Unempl, laid off",2216
2014,Not applicable,Pretty happy,Mountain,Not applicable,White,Female,High school,36,Divorced,Keeping house,2217
2014,Excellent,Pretty happy,Mountain,$20000 - 24999,White,Female,High school,25,Married,Working parttime,2218
2014,Excellent,Very happy,Mountain,$10000 - 14999,White,Female,Graduate,53,Married,Working fulltime,2219
2014,Not applicable,Pretty happy,Mountain,Not applicable,White,Female,Lt high school,34,Married,Keeping house,2220
2014,Excellent,Very happy,Mountain,$20000 - 24999,White,Female,High school,56,Married,Working fulltime,2221
2014,Not applicable,Very happy,Mountain,$3000 to 3999,Other,Female,High school,35,Widowed,Working fulltime,2222
2014,Excellent,Very happy,Mountain,$25000 or more,Black,Male,Junior college,30,Married,Working fulltime,2223
2014,Fair,Pretty happy,Mountain,$15000 - 19999,White,Female,High school,47,Married,Working fulltime,2224
2014,Not applicable,Not too happy,Mountain,$8000 to 9999,White,Male,High school,26,Never married,Working fulltime,2225
2014,Not applicable,Pretty happy,Mountain,$25000 or more,White,Male,High school,33,Married,Working fulltime,2226
2014,Good,Pretty happy,Mountain,$25000 or more,White,Female,High school,32,Divorced,Working fulltime,2227
2014,Good,Very happy,Mountain,$25000 or more,White,Female,Graduate,42,Married,Working fulltime,2228
2014,Good,Very happy,Mountain,Not applicable,White,Female,Junior college,29,Married,School,2229
2014,Excellent,Not too happy,Mountain,$25000 or more,White,Male,High school,26,Married,Working fulltime,2230
2014,Not applicable,Pretty happy,Mountain,Not applicable,Other,Female,Graduate,43,Married,Keeping house,2231
2014,Excellent,Very happy,Mountain,$25000 or more,White,Male,High school,28,Married,Working fulltime,2232
2014,Good,Pretty happy,Mountain,$25000 or more,White,Female,Junior college,41,Never married,Working fulltime,2233
2014,Fair,Pretty happy,Mountain,Not applicable,White,Female,High school,36,Married,Keeping house,2234
2014,Good,Very happy,Mountain,$25000 or more,Black,Male,Bachelor,48,Married,Working fulltime,2235
2014,Not applicable,Very happy,Mountain,$25000 or more,Other,Male,Bachelor,28,Married,Working fulltime,2236
2014,Not applicable,Very happy,Mountain,$25000 or more,White,Male,Bachelor,37,Married,Working fulltime,2237
2014,Good,Pretty happy,Mountain,Don't know,White,Female,High school,61,Divorced,Working parttime,2238
2014,Good,Pretty happy,Mountain,$25000 or more,White,Male,High school,40,Married,Working fulltime,2239
2014,Poor,Pretty happy,Mountain,$4000 to 4999,White,Female,High school,24,Married,Working fulltime,2240
2014,Good,Pretty happy,Mountain,Not applicable,Black,Male,Lt high school,21,Never married,"Unempl, laid off",2241
2014,Not applicable,Pretty happy,Mountain,$1000 to 2999,White,Male,High school,58,Never married,Working parttime,2242
2014,Good,Not too happy,Mountain,$25000 or more,White,Male,Junior college,47,Never married,Working fulltime,2243
2014,Poor,Pretty happy,Mountain,Refused,White,Female,High school,31,Married,Working fulltime,2244
2014,Good,Pretty happy,Mountain,$25000 or more,White,Male,High school,44,Married,"Unempl, laid off",2245
2014,Excellent,Very happy,Mountain,$25000 or more,White,Male,Bachelor,27,Married,Working fulltime,2246
2014,Not applicable,Pretty happy,Mountain,Not applicable,White,Male,Bachelor,65,Never married,Retired,2247
2014,Poor,Not too happy,Mountain,$7000 to 7999,White,Female,High school,42,Married,Keeping house,2248
2014,Not applicable,Pretty happy,Mountain,$25000 or more,White,Female,Graduate,31,Married,Working fulltime,2249
2014,Good,Very happy,Mountain,$25000 or more,White,Male,Graduate,66,Married,Working fulltime,2250
2014,Good,Pretty happy,Mountain,Lt $1000,White,Female,High school,47,Married,Working parttime,2251
2014,Good,Pretty happy,W. sou. central,$15000 - 19999,White,Female,Lt high school,49,Married,Working fulltime,2252
2014,Fair,Pretty happy,W. sou. central,Not applicable,White,Male,Lt high school,52,Married,Other,2253
2014,Good,Very happy,W. sou. central,Not applicable,White,Male,High school,79,Widowed,Retired,2254
2014,Good,Pretty happy,W. sou. central,Not applicable,White,Female,Junior college,64,Married,Keeping house,2255
2014,Fair,Pretty happy,W. sou. central,Not applicable,White,Female,Lt high school,42,Married,Keeping house,2256
2014,Fair,Pretty happy,W. sou. central,$25000 or more,White,Male,High school,58,Married,Working fulltime,2257
2014,Good,Pretty happy,W. sou. central,$25000 or more,White,Male,High school,59,Married,Keeping house,2258
2014,Excellent,Very happy,W. sou. central,$8000 to 9999,White,Female,High school,55,Married,Working parttime,2259
2014,Fair,Pretty happy,W. sou. central,Not applicable,White,Female,Lt high school,35,Divorced,Working fulltime,2260
2014,Not applicable,Pretty happy,W. sou. central,Lt $1000,White,Male,High school,44,Never married,Working fulltime,2261
2014,Not applicable,Pretty happy,W. sou. central,Not applicable,White,Male,High school,43,Married,Working fulltime,2262
2014,Excellent,Not too happy,W. sou. central,$6000 to 6999,White,Male,High school,25,Never married,"Unempl, laid off",2263
2014,Good,Not too happy,W. sou. central,$20000 - 24999,White,Male,Lt high school,58,Married,Working fulltime,2264
2014,Not applicable,Pretty happy,W. sou. central,Not applicable,White,Male,Bachelor,62,Married,Retired,2265
2014,Good,Pretty happy,W. sou. central,$25000 or more,White,Male,Bachelor,48,Married,Working fulltime,2266
2014,Good,Pretty happy,W. sou. central,Not applicable,White,Male,Bachelor,64,Married,Retired,2267
2014,Not applicable,Not too happy,W. sou. central,$25000 or more,White,Male,High school,49,Married,Working fulltime,2268
2014,Good,Very happy,W. sou. central,$25000 or more,White,Male,Bachelor,38,Married,Working fulltime,2269
2014,Not applicable,Pretty happy,W. sou. central,Not applicable,White,Female,Bachelor,33,Married,School,2270
2014,Not applicable,Very happy,W. sou. central,$25000 or more,White,Female,Bachelor,58,Married,Working fulltime,2271
2014,Good,Pretty happy,W. sou. central,$10000 - 14999,White,Female,Junior college,41,Married,Working parttime,2272
2014,Good,Very happy,W. sou. central,$25000 or more,White,Female,Graduate,70,Divorced,Working fulltime,2273
2014,Not applicable,Very happy,W. sou. central,$25000 or more,White,Male,High school,56,Married,Working fulltime,2274
2014,Fair,Pretty happy,W. sou. central,Not applicable,White,Male,High school,62,Divorced,Retired,2275
2014,Good,Very happy,W. sou. central,$25000 or more,White,Male,Bachelor,62,Married,Retired,2276
2014,Excellent,Very happy,W. sou. central,Not applicable,White,Male,Lt high school,63,Married,Retired,2277
2014,Not applicable,Pretty happy,W. sou. central,$25000 or more,White,Male,High school,30,Married,Working fulltime,2278
2014,Not applicable,Pretty happy,W. sou. central,$3000 to 3999,White,Female,Lt high school,46,Married,Working fulltime,2279
2014,Excellent,Very happy,W. sou. central,Not applicable,Black,Female,High school,50,Widowed,Keeping house,2280
2014,Good,Very happy,W. sou. central,$25000 or more,White,Male,High school,30,Married,Working fulltime,2281
2014,Not applicable,Pretty happy,W. sou. central,Not applicable,White,Female,Lt high school,68,Widowed,Retired,2282
2014,Good,Pretty happy,W. sou. central,$25000 or more,White,Female,High school,60,Married,Working fulltime,2283
2014,Fair,Very happy,W. sou. central,Not applicable,White,Female,High school,29,Married,Keeping house,2284
2014,Not applicable,Pretty happy,W. sou. central,Not applicable,White,Female,Lt high school,37,Married,Keeping house,2285
2014,Fair,Pretty happy,W. sou. central,$20000 - 24999,Black,Female,High school,47,Married,Working fulltime,2286
2014,Good,Very happy,W. sou. central,$25000 or more,White,Male,High school,51,Married,Temp not working,2287
2014,Not applicable,Very happy,W. sou. central,$10000 - 14999,Other,Female,Bachelor,39,Never married,Working fulltime,2288
2014,Not applicable,Pretty happy,W. sou. central,Not applicable,White,Female,Lt high school,70,Widowed,Retired,2289
2014,Good,Pretty happy,W. sou. central,$25000 or more,White,Female,High school,26,Separated,Working parttime,2290
2014,Not applicable,Very happy,W. sou. central,$25000 or more,White,Female,High school,58,Married,Working fulltime,2291
2014,Poor,Not too happy,W. sou. central,Not applicable,White,Male,High school,58,Divorced,Other,2292
2014,Excellent,Not too happy,W. sou. central,$25000 or more,White,Male,Graduate,62,Divorced,Working fulltime,2293
2014,Not applicable,Pretty happy,W. sou. central,$25000 or more,White,Male,Bachelor,41,Married,Working fulltime,2294
2014,Good,Pretty happy,W. sou. central,$20000 - 24999,White,Female,Junior college,48,Married,Working fulltime,2295
2014,Excellent,Pretty happy,W. sou. central,Not applicable,White,Female,Junior college,33,Married,Keeping house,2296
2014,Not applicable,Pretty happy,W. sou. central,$25000 or more,White,Male,Junior college,51,Divorced,Temp not working,2297
2014,Fair,Pretty happy,W. sou. central,$25000 or more,White,Male,Graduate,62,Married,Working fulltime,2298
2014,Not applicable,Not too happy,W. sou. central,$20000 - 24999,White,Male,High school,40,Never married,Working fulltime,2299
2014,Not applicable,Pretty happy,W. sou. central,$25000 or more,White,Female,High school,41,Married,Working fulltime,2300
2014,Not applicable,Pretty happy,W. sou. central,Don't know,White,Female,High school,65,Divorced,Working fulltime,2301
2014,Not applicable,Very happy,W. sou. central,$25000 or more,White,Female,Junior college,39,Married,Working fulltime,2302
2014,Poor,Pretty happy,W. sou. central,Not applicable,White,Female,Bachelor,49,Widowed,Keeping house,2303
2014,Good,Very happy,W. sou. central,Not applicable,White,Male,Graduate,76,Married,Retired,2304
2014,Good,Pretty happy,W. sou. central,Not applicable,White,Female,High school,70,Married,Retired,2305
2014,Excellent,Very happy,W. sou. central,Not applicable,White,Female,Lt high school,53,Married,Keeping house,2306
2014,Not applicable,Very happy,W. sou. central,Refused,White,Female,High school,55,Divorced,Working fulltime,2307
2014,Good,Very happy,W. sou. central,$8000 to 9999,White,Female,High school,59,Married,Working parttime,2308
2014,Fair,Pretty happy,W. sou. central,Not applicable,White,Male,High school,73,Married,Retired,2309
2014,Good,Very happy,W. sou. central,Not applicable,White,Female,High school,78,Married,Keeping house,2310
2014,Not applicable,Very happy,W. sou. central,Not applicable,White,Female,High school,32,Married,Keeping house,2311
2014,Good,Pretty happy,W. sou. central,$25000 or more,White,Female,Bachelor,41,Divorced,Working fulltime,2312
2014,Good,Very happy,W. sou. central,$25000 or more,White,Male,High school,62,Married,Working fulltime,2313
2014,Not applicable,Pretty happy,W. sou. central,$25000 or more,White,Female,High school,58,Married,Working fulltime,2314
2014,Not applicable,Pretty happy,W. sou. central,$25000 or more,White,Male,High school,39,Married,Working fulltime,2315
2014,Not applicable,Pretty happy,W. sou. central,Not applicable,White,Male,High school,43,Divorced,Keeping house,2316
2014,Excellent,Very happy,W. nor. central,$25000 or more,White,Male,High school,22,Married,Working fulltime,2317
2014,Good,Pretty happy,W. nor. central,$25000 or more,Black,Male,High school,33,Never married,Working fulltime,2318
2014,Fair,Pretty happy,W. nor. central,$20000 - 24999,White,Male,Bachelor,27,Never married,Working parttime,2319
2014,Not applicable,Pretty happy,W. nor. central,$25000 or more,White,Female,Bachelor,46,Never married,Working fulltime,2320
2014,Good,Pretty happy,W. nor. central,$25000 or more,White,Male,Bachelor,62,Never married,Working fulltime,2321
2014,Fair,Pretty happy,W. nor. central,$25000 or more,Black,Male,High school,28,Never married,Working fulltime,2322
2014,Fair,Pretty happy,W. nor. central,Not applicable,White,Male,Lt high school,75,Married,Retired,2323
2014,Good,Pretty happy,W. nor. central,$1000 to 2999,White,Female,Lt high school,43,Married,Working parttime,2324
2014,Excellent,Not too happy,W. nor. central,$25000 or more,White,Male,Junior college,31,Married,Keeping house,2325
2014,Good,Pretty happy,W. nor. central,Not applicable,Black,Male,Bachelor,32,Never married,Working parttime,2326
2014,Good,Pretty happy,W. nor. central,$25000 or more,White,Male,High school,23,Never married,"Unempl, laid off",2327
2014,Good,Very happy,W. nor. central,Not applicable,White,Female,High school,25,Married,Keeping house,2328
2014,Not applicable,Very happy,W. nor. central,$25000 or more,Black,Female,Graduate,45,Married,Working fulltime,2329
2014,Good,Very happy,W. nor. central,Not applicable,White,Female,High school,34,Married,School,2330
2014,Not applicable,Very happy,W. nor. central,$25000 or more,White,Male,Junior college,57,Married,Working fulltime,2331
2014,Poor,Not too happy,W. nor. central,Not applicable,White,Male,Junior college,70,Married,Retired,2332
2014,Not applicable,Very happy,W. nor. central,$20000 - 24999,White,Female,High school,39,Married,"Unempl, laid off",2333
2014,Good,Pretty happy,W. nor. central,Not applicable,White,Female,High school,63,Divorced,Retired,2334
2014,Poor,Pretty happy,W. nor. central,Not applicable,White,Female,Lt high school,59,Married,Keeping house,2335
2014,Excellent,Very happy,W. nor. central,$25000 or more,White,Male,High school,58,Married,Working fulltime,2336
2014,Good,Not too happy,W. nor. central,Refused,Black,Female,Junior college,30,Divorced,Working fulltime,2337
2014,Not applicable,Not too happy,W. nor. central,$1000 to 2999,White,Male,High school,31,Married,"Unempl, laid off",2338
2014,Good,Pretty happy,W. nor. central,Not applicable,White,Male,High school,27,Never married,School,2339
2014,Good,Pretty happy,W. nor. central,$25000 or more,White,Male,Graduate,43,Married,Working fulltime,2340
2014,Excellent,Pretty happy,W. nor. central,Not applicable,White,Male,High school,31,Never married,Working fulltime,2341
2014,Excellent,Very happy,W. nor. central,$10000 - 14999,Black,Female,Junior college,44,Married,Working fulltime,2342
2014,Excellent,Pretty happy,W. nor. central,Not applicable,White,Female,Bachelor,26,Married,Working fulltime,2343
2014,Excellent,Pretty happy,W. nor. central,$25000 or more,White,Female,High school,24,Divorced,Working fulltime,2344
2014,Good,Pretty happy,W. nor. central,Not applicable,White,Male,High school,38,Married,Working fulltime,2345
2014,Good,Pretty happy,W. nor. central,Not applicable,Other,Female,Lt high school,38,Married,Keeping house,2346
2014,Good,Very happy,W. nor. central,Not applicable,Black,Female,High school,51,Married,Working fulltime,2347
2014,Good,Pretty happy,W. nor. central,$25000 or more,Black,Male,Junior college,44,Widowed,Working fulltime,2348
2014,Good,Very happy,W. nor. central,$25000 or more,White,Female,Lt high school,67,Widowed,Retired,2349
2014,Not applicable,Very happy,W. nor. central,$20000 - 24999,White,Male,High school,65,Married,Working parttime,2350
2014,Not applicable,Pretty happy,W. nor. central,Not applicable,White,Female,High school,85,Widowed,Retired,2351
2014,Good,Very happy,W. nor. central,Don't know,Other,Female,High school,20,Never married,School,2352
2014,Excellent,Pretty happy,W. nor. central,$3000 to 3999,White,Female,High school,19,Never married,Working fulltime,2353
2014,Fair,Not too happy,W. nor. central,$5000 to 5999,White,Female,Lt high school,45,Never married,Keeping house,2354
2014,Good,Pretty happy,W. nor. central,Lt $1000,White,Female,High school,74,Widowed,Working fulltime,2355
2014,Fair,Pretty happy,W. nor. central,$25000 or more,White,Female,High school,31,Married,Working fulltime,2356
2014,Good,Pretty happy,W. nor. central,$25000 or more,Other,Female,High school,54,Divorced,Working fulltime,2357
2014,Fair,Very happy,W. nor. central,Not applicable,White,Male,Bachelor,82,Married,Retired,2358
2014,Not applicable,Pretty happy,W. nor. central,$25000 or more,White,Male,High school,49,Divorced,Working fulltime,2359
2014,Good,Pretty happy,W. nor. central,$10000 - 14999,Other,Female,High school,50,Divorced,Working parttime,2360
2014,Good,Pretty happy,W. nor. central,$15000 - 19999,Other,Female,High school,21,Never married,Working fulltime,2361
2014,Not applicable,Pretty happy,W. nor. central,Not applicable,Other,Female,Junior college,37,Never married,"Unempl, laid off",2362
2014,Good,Pretty happy,W. nor. central,$20000 - 24999,Other,Female,Bachelor,42,Divorced,Working fulltime,2363
2014,Excellent,Not too happy,W. nor. central,Not applicable,White,Female,High school,83,Widowed,Retired,2364
2014,Good,Very happy,W. nor. central,Not applicable,White,Female,High school,86,Widowed,Retired,2365
2014,Good,Very happy,W. nor. central,$20000 - 24999,White,Male,High school,60,Married,Working fulltime,2366
2014,Not applicable,Very happy,W. nor. central,Not applicable,White,Female,High school,77,Married,Retired,2367
2014,Not applicable,Pretty happy,W. nor. central,Not applicable,White,Male,Bachelor,44,Married,Working fulltime,2368
2014,Not applicable,Pretty happy,W. nor. central,$10000 - 14999,White,Male,Bachelor,54,Never married,Working fulltime,2369
2014,Excellent,Pretty happy,W. nor. central,$25000 or more,White,Male,High school,48,Divorced,Working fulltime,2370
2014,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Male,Bachelor,76,Widowed,Working parttime,2371
2014,Not applicable,Pretty happy,E. nor. central,Refused,White,Female,High school,64,Married,Temp not working,2372
2014,Good,Pretty happy,E. nor. central,$25000 or more,White,Female,High school,64,Divorced,Working fulltime,2373
2014,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,32,Married,Working fulltime,2374
2014,Not applicable,Very happy,E. nor. central,$25000 or more,White,Male,High school,50,Married,Working fulltime,2375
2014,Good,Very happy,E. nor. central,$7000 to 7999,White,Female,High school,47,Married,School,2376
2014,Excellent,Pretty happy,E. nor. central,Not applicable,Other,Female,Lt high school,34,Never married,Keeping house,2377
2014,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Female,Junior college,59,Married,Working fulltime,2378
2014,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Male,Graduate,40,Divorced,Working fulltime,2379
2014,Poor,Pretty happy,E. nor. central,Not applicable,White,Female,High school,52,Married,Keeping house,2380
2014,Poor,Not too happy,E. nor. central,Not applicable,White,Female,Bachelor,79,Widowed,Retired,2381
2014,Good,Very happy,E. nor. central,$10000 - 14999,Other,Male,High school,24,Never married,Working parttime,2382
2014,Good,Pretty happy,W. nor. central,$20000 - 24999,White,Female,Bachelor,24,Never married,Working fulltime,2383
2014,Excellent,Very happy,E. nor. central,$3000 to 3999,White,Female,High school,23,Never married,School,2384
2014,Fair,Pretty happy,E. nor. central,$6000 to 6999,White,Female,High school,26,Never married,Working fulltime,2385
2014,Good,Pretty happy,E. nor. central,$15000 - 19999,White,Female,High school,30,Never married,Working fulltime,2386
2014,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,28,Never married,"Unempl, laid off",2387
2014,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,49,Married,Working fulltime,2388
2014,Not applicable,Pretty happy,E. nor. central,$10000 - 14999,Other,Female,High school,27,Never married,School,2389
2014,Good,Pretty happy,E. nor. central,$25000 or more,White,Female,Bachelor,38,Never married,Working fulltime,2390
2014,Good,Very happy,E. nor. central,$25000 or more,White,Female,High school,27,Never married,Working fulltime,2391
2014,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Female,Bachelor,54,Married,Working fulltime,2392
2014,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Male,Graduate,49,Married,"Unempl, laid off",2393
2014,Good,Very happy,E. nor. central,Lt $1000,White,Female,High school,38,Married,Working parttime,2394
2014,Not applicable,Not too happy,E. nor. central,$25000 or more,White,Male,High school,61,Married,Working fulltime,2395
2014,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Female,High school,64,Married,Retired,2396
2014,Excellent,Pretty happy,E. nor. central,Not applicable,White,Male,High school,49,Never married,"Unempl, laid off",2397
2014,Fair,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,28,Never married,Working fulltime,2398
2014,Excellent,Very happy,E. nor. central,$20000 - 24999,White,Female,Junior college,40,Married,Working fulltime,2399
2014,Good,Pretty happy,E. nor. central,Lt $1000,White,Male,High school,20,Divorced,Working parttime,2400
2014,Fair,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,35,Never married,"Unempl, laid off",2401
2014,Not applicable,Not too happy,E. nor. central,$25000 or more,White,Female,High school,56,Married,Working fulltime,2402
2014,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,54,Married,Working fulltime,2403
2014,Not applicable,Very happy,E. nor. central,$25000 or more,White,Male,High school,24,Never married,Working fulltime,2404
2014,Excellent,Very happy,E. nor. central,$25000 or more,White,Male,Graduate,38,Married,Working fulltime,2405
2014,Good,Pretty happy,E. nor. central,$25000 or more,White,Female,High school,47,Never married,Working fulltime,2406
2014,Good,Very happy,E. nor. central,$25000 or more,White,Male,Bachelor,55,Married,Working parttime,2407
2014,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Female,Graduate,54,Married,Working fulltime,2408
2014,Excellent,Very happy,E. nor. central,Not applicable,White,Female,High school,69,Widowed,Retired,2409
2014,Not applicable,Very happy,E. nor. central,$10000 - 14999,White,Female,Lt high school,30,Married,Working fulltime,2410
2014,Excellent,Pretty happy,E. nor. central,Not applicable,White,Female,Bachelor,39,Married,Keeping house,2411
2014,Not applicable,Very happy,E. nor. central,$25000 or more,White,Female,Bachelor,54,Married,Working fulltime,2412
2014,Fair,Very happy,E. nor. central,Not applicable,White,Female,Junior college,58,Married,Keeping house,2413
2014,Good,Pretty happy,E. nor. central,Not applicable,White,Male,High school,64,Married,Retired,2414
2014,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,Bachelor,58,Married,Working fulltime,2415
2014,Excellent,Very happy,E. nor. central,Not applicable,White,Male,High school,26,Married,Working parttime,2416
2014,Good,Very happy,South atlantic,$25000 or more,White,Male,Junior college,51,Married,Working fulltime,2417
2014,Good,Pretty happy,South atlantic,$7000 to 7999,White,Female,High school,51,Married,Working parttime,2418
2014,Poor,Not too happy,South atlantic,Not applicable,White,Female,Lt high school,57,Divorced,Keeping house,2419
2014,Good,Pretty happy,South atlantic,$8000 to 9999,White,Female,High school,31,Never married,Working parttime,2420
2014,Not applicable,Not too happy,South atlantic,$25000 or more,White,Male,High school,44,Divorced,Working fulltime,2421
2014,Not applicable,Very happy,South atlantic,$25000 or more,White,Female,Bachelor,63,Divorced,Working fulltime,2422
2014,Excellent,Pretty happy,South atlantic,$25000 or more,White,Female,High school,27,Never married,Working fulltime,2423
2014,Not applicable,Pretty happy,South atlantic,$25000 or more,White,Male,Lt high school,48,Married,Working fulltime,2424
2014,Excellent,Very happy,South atlantic,$25000 or more,White,Female,High school,58,Married,Working fulltime,2425
2014,Excellent,Very happy,South atlantic,$25000 or more,White,Male,Bachelor,31,Married,Working fulltime,2426
2014,Good,Very happy,South atlantic,$25000 or more,White,Male,High school,39,Married,Temp not working,2427
